n,stopping_time,max_value
73919,94,1683988
73920,37,73920
73921,94,221764
73922,94,140344
73923,94,332656
73924,156,73924
73925,156,221776
73926,156,166336
73927,94,499012
73928,156,73928
73929,156,374272
73930,156,110896
73931,231,505924
73932,156,83176
73933,156,221800
73934,156,631636
73935,156,748600
73936,37,73936
73937,156,221812
73938,156,280744
73939,156,332728
73940,37,73940
73941,37,221824
73942,218,236896
73943,218,499120
73944,94,899584
73945,156,249568
73946,94,899584
73947,218,561544
73948,94,899584
73949,94,899584
73950,125,1066120
73951,125,1123144
73952,156,73952
73953,231,2561704
73954,37,110932
73955,37,332800
73956,156,73956
73957,156,221872
73958,156,166408
73959,156,842452
73960,156,73960
73961,117,561652
73962,156,110944
73963,231,5764660
73964,156,93616
73965,156,221896
73966,156,249640
73967,94,2843584
73968,156,73968
73969,156,221908
73970,187,355480
73971,187,355480
73972,156,73972
73973,156,221920
73974,156,187252
73975,156,499336
73976,187,399976
73977,187,280888
73978,187,399976
73979,187,5399296
73980,187,421360
73981,187,421360
73982,187,1264084
73983,187,3792256
73984,37,73984
73985,156,221956
73986,156,110980
73987,156,332944
73988,187,73988
73989,187,221968
73990,187,166480
73991,218,1216456
73992,187,73992
73993,156,374596
73994,187,110992
73995,156,332980
73996,187,83248
73997,187,221992
73998,156,249748
73999,156,749248
74000,37,74000
74001,187,222004
74002,143,1200256
74003,143,1200256
74004,37,74004
74005,37,222016
74006,117,320488
74007,117,499552
74008,37,74008
74009,117,320488
74010,37,111016
74011,187,1896856
74012,187,150064
74013,187,222040
74014,187,374704
74015,156,1124116
74016,112,74016
74017,187,222052
74018,94,675376
74019,94,675376
74020,94,675376
74021,94,675376
74022,94,675376
74023,187,562120
74024,112,74024
74025,187,843208
74026,112,111040
74027,94,800440
74028,37,83284
74029,37,222088
74030,37,249856
74031,143,749572
74032,112,74032
74033,156,222100
74034,156,124936
74035,156,333160
74036,112,74036
74037,112,222112
74038,187,421684
74039,187,499768
74040,156,74040
74041,187,316276
74042,156,111064
74043,156,374848
74044,156,187432
74045,156,222136
74046,187,2134996
74047,187,2134996
74048,37,74048
74049,112,222148
74050,156,158164
74051,156,333232
74052,112,74052
74053,112,222160
74054,112,166624
74055,187,1423492
74056,262,975400
74057,156,374920
74058,262,975400
74059,112,333268
74060,262,975400
74061,262,975400
74062,187,1801816
74063,187,1801816
74064,37,74064
74065,262,975400
74066,187,1801924
74067,187,1801924
74068,37,74068
74069,37,222208
74070,112,166660
74071,112,499984
74072,50,74072
74073,156,250000
74074,50,111112
74075,112,562516
74076,50,125008
74077,50,222232
74078,156,375028
74079,156,1125088
74080,112,74080
74081,143,281284
74082,50,111124
74083,50,333376
74084,50,74084
74085,50,222256
74086,50,166696
74087,94,1898800
74088,112,74088
74089,143,562624
74090,112,111136
74091,143,333412
74092,143,534112
74093,143,534112
74094,143,534112
74095,143,844000
74096,112,74096
74097,112,222292
74098,143,125044
74099,143,333448
74100,112,74100
74101,112,222304
74102,143,187576
74103,143,500200
74104,143,93796
74105,156,1424464
74106,143,111160
74107,94,375172
74108,143,281392
74109,143,281392
74110,94,844180
74111,94,2532544
74112,37,74112
74113,50,222340
74114,143,111172
74115,143,333520
74116,143,84544
74117,143,222352
74118,143,166768
74119,143,500308
74120,112,74120
74121,99,422152
74122,112,111184
74123,143,333556
74124,112,83392
74125,112,222376
74126,143,250180
74127,143,750544
74128,112,74128
74129,112,222388
74130,112,187648
74131,112,333592
74132,112,74132
74133,112,222400
74134,50,166804
74135,50,500416
74136,112,74136
74137,50,250216
74138,112,111208
74139,94,1352752
74140,94,400840
74141,94,400840
74142,94,400840
74143,143,1266820
74144,37,74144
74145,262,481624
74146,117,111220
74147,117,333664
74148,117,140776
74149,117,222448
74150,117,166840
74151,169,6171712
74152,37,74152
74153,262,1522132
74154,37,111232
74155,143,475144
74156,156,400948
74157,156,400948
74158,156,400948
74159,117,750868
74160,94,79216
74161,94,222484
74162,94,125152
74163,94,333736
74164,94,79216
74165,94,222496
74166,156,281608
74167,156,500632
74168,94,79216
74169,94,250324
74170,94,111256
74171,94,375496
74172,169,1465108
74173,169,1465108
74174,169,1465108
74175,156,5413552
74176,63,74176
74177,94,237652
74178,94,712960
74179,94,712960
74180,37,74180
74181,37,222544
74182,37,166912
74183,94,500740
74184,156,74184
74185,156,375568
74186,156,111280
74187,156,333844
74188,156,83464
74189,156,222568
74190,94,422548
74191,94,751192
74192,63,74192
74193,156,222580
74194,94,281716
74195,94,333880
74196,63,74196
74197,63,222592
74198,156,211300
74199,156,500848
74200,156,74200
74201,156,250432
74202,156,111304
74203,63,563488
74204,156,125224
74205,156,222616
74206,143,1426408
74207,143,1426408
74208,63,74208
74209,156,422656
74210,63,111316
74211,63,333952
74212,63,118888
74213,63,222640
74214,63,166984
74215,117,1626856
74216,63,74216
74217,63,634048
74218,63,111328
74219,169,2407480
74220,94,150496
74221,94,222664
74222,94,250504
74223,169,2316760
74224,94,74224
74225,63,222676
74226,94,178360
74227,94,334024
74228,94,74228
74229,94,222688
74230,143,1605256
74231,143,1605256
74232,94,211408
74233,156,281860
74234,94,211408
74235,143,422800
74236,143,634228
74237,143,634228
74238,143,1902688
74239,231,20853016
74240,125,74240
74241,94,222724
74242,112,111364
74243,112,334096
74244,112,74244
74245,112,222736
74246,112,167056
74247,63,501172
74248,63,74248
74249,112,375892
74250,63,111376
74251,112,334132
74252,63,83536
74253,63,222760
74254,187,338740
74255,187,751840
74256,63,74256
74257,63,222772
74258,68,187972
74259,68,334168
74260,63,74260
74261,63,222784
74262,68,167092
74263,68,501280
74264,63,74264
74265,68,250648
74266,63,111400
74267,68,1268944
74268,68,125332
74269,68,222808
74270,68,376000
74271,68,1128004
74272,37,74272
74273,68,222820
74274,63,111412
74275,63,334240
74276,68,237976
74277,68,237976
74278,68,237976
74279,68,564064
74280,37,74280
74281,68,951892
74282,37,111424
74283,63,334276
74284,68,100420
74285,68,222856
74286,68,250720
74287,169,1807252
74288,37,74288
74289,68,222868
74290,68,125368
74291,68,334312
74292,37,74292
74293,37,222880
74294,262,50143264
74295,262,50143264
74296,169,225988
74297,169,1355668
74298,169,225988
74299,63,376144
74300,169,225988
74301,169,225988
74302,68,564244
74303,68,1692736
74304,187,190996
74305,94,222916
74306,94,111460
74307,94,334384
74308,94,80512
74309,94,222928
74310,94,167200
74311,112,501604
74312,94,80512
74313,112,376216
74314,94,111472
74315,94,334420
74316,94,83608
74317,94,222952
74318,68,282184
74319,68,752488
74320,187,190996
74321,156,222964
74322,156,423304
74323,156,423304
74324,187,190996
74325,187,222976
74326,94,200932
74327,94,501712
74328,37,74328
74329,94,357208
74330,37,111496
74331,156,714400
74332,37,125440
74333,37,223000
74334,138,376324
74335,138,1128976
74336,187,190996
74337,156,282256
74338,63,111508
74339,63,334528
74340,63,74340
74341,63,223024
74342,63,167272
74343,156,1270240
74344,187,190996
74345,138,564568
74346,187,190996
74347,68,334564
74348,63,211732
74349,63,223048
74350,63,250936
74351,68,846916
74352,63,74352
74353,187,223060
74354,94,268000
74355,94,334600
74356,63,74356
74357,63,223072
74358,63,188224
74359,63,501928
74360,63,94120
74361,63,423520
74362,63,111544
74363,293,11003416
74364,156,2035348
74365,156,2035348
74366,156,2035348
74367,169,3216328
74368,125,74368
74369,156,317680
74370,187,190996
74371,187,334672
74372,156,79432
74373,156,223120
74374,156,167344
74375,156,502036
74376,187,190996
74377,187,635416
74378,187,190996
74379,156,334708
74380,187,190996
74381,187,223144
74382,169,714904
74383,169,753136
74384,138,74384
74385,63,223156
74386,63,188296
74387,63,334744
74388,138,74388
74389,138,223168
74390,187,190996
74391,187,502144
74392,138,74392
74393,138,251080
74394,138,111592
74395,187,2145040
74396,262,2480056
74397,262,2480056
74398,262,2480056
74399,187,1906792
74400,125,74400
74401,138,402244
74402,138,158920
74403,138,334816
74404,94,804544
74405,94,804544
74406,94,804544
74407,138,635668
74408,125,74408
74409,169,6109504
74410,125,111616
74411,187,334852
74412,187,190996
74413,187,223240
74414,187,251152
74415,143,753460
74416,37,74416
74417,138,381976
74418,138,381976
74419,138,381976
74420,37,74420
74421,37,223264
74422,187,282580
74423,187,502360
74424,37,74424
74425,138,381976
74426,37,111640
74427,187,452680
74428,138,905416
74429,138,905416
74430,138,905416
74431,262,17640340
74432,156,74432
74433,37,223300
74434,68,141316
74435,68,334960
74436,94,74436
74437,94,223312
74438,94,167488
74439,94,502468
74440,94,74440
74441,94,376864
74442,94,111664
74443,94,334996
74444,94,83752
74445,94,223336
74446,94,954016
74447,94,954016
74448,156,74448
74449,112,223348
74450,112,282688
74451,112,335032
74452,156,74452
74453,156,223360
74454,112,167524
74455,112,502576
74456,94,119284
74457,94,251296
74458,94,119284
74459,94,565432
74460,94,125656
74461,94,223384
74462,112,424096
74463,112,1130920
74464,156,74464
74465,187,715696
74466,156,111700
74467,156,335104
74468,94,74468
74469,94,223408
74470,94,167560
74471,187,6114580
74472,156,74472
74473,187,3057424
74474,156,111712
74475,293,497176
74476,94,94264
74477,94,223432
74478,94,251368
74479,143,8153620
74480,94,74480
74481,156,223444
74482,117,2324752
74483,117,2324752
74484,94,74484
74485,94,223456
74486,94,188548
74487,94,502792
74488,94,141424
74489,94,282832
74490,94,141424
74491,117,4898608
74492,94,424276
74493,94,424276
74494,94,1272832
74495,138,3818500
74496,125,74496
74497,112,223492
74498,112,111748
74499,112,335248
74500,112,74500
74501,112,223504
74502,112,167632
74503,94,502900
74504,112,74504
74505,94,377188
74506,112,111760
74507,94,335284
74508,112,83824
74509,112,223528
74510,112,251476
74511,112,754432
74512,156,74512
74513,112,223540
74514,156,212200
74515,156,335320
74516,156,74516
74517,156,223552
74518,138,453256
74519,138,503008
74520,156,74520
74521,138,453256
74522,156,111784
74523,138,2864968
74524,94,125764
74525,94,223576
74526,94,377296
74527,94,1131892
74528,156,74528
74529,94,223588
74530,156,111796
74531,156,335392
74532,156,94336
74533,156,223600
74534,156,167704
74535,94,1074544
74536,156,74536
74537,94,849040
74538,156,111808
74539,94,335428
74540,94,85048
74541,94,223624
74542,94,251584
74543,94,754756
74544,156,74544
74545,94,223636
74546,94,125800
74547,94,335464
74548,156,74548
74549,156,223648
74550,169,6980632
74551,169,6980632
74552,94,179152
74553,112,251620
74554,94,179152
74555,94,377440
74556,94,188728
74557,94,223672
74558,187,806164
74559,187,1698568
74560,125,74560
74561,156,223684
74562,94,268756
74563,94,335536
74564,63,74564
74565,63,223696
74566,63,167776
74567,187,2721112
74568,63,74568
74569,156,377512
74570,63,111856
74571,63,335572
74572,63,83896
74573,63,223720
74574,112,283156
74575,112,755080
74576,125,74576
74577,99,6889048
74578,99,6889048
74579,99,6889048
74580,125,74580
74581,125,223744
74582,187,238948
74583,187,503440
74584,63,74584
74585,156,251728
74586,63,111880
74587,94,566404
74588,63,125872
74589,63,223768
74590,63,377620
74591,63,1132864
74592,112,74592
74593,63,477952
74594,112,111892
74595,112,335680
74596,112,74596
74597,112,223792
74598,112,167848
74599,187,3226372
74600,112,74600
74601,94,566512
74602,112,111904
74603,156,335716
74604,94,201688
74605,94,223816
74606,94,251800
74607,94,849832
74608,112,74608
74609,112,223828
74610,112,125908
74611,112,335752
74612,112,74612
74613,112,223840
74614,63,188872
74615,63,503656
74616,94,119536
74617,94,1075732
74618,94,119536
74619,187,817936
74620,94,283336
74621,94,283336
74622,187,1434400
74623,187,2550040
74624,37,74624
74625,138,302596
74626,94,179332
74627,94,335824
74628,94,538000
74629,94,538000
74630,94,538000
74631,94,503764
74632,125,74632
74633,200,6127972
74634,125,111952
74635,94,1614004
74636,125,83968
74637,125,223912
74638,94,251908
74639,94,755728
74640,138,345544
74641,125,223924
74642,125,188944
74643,125,335896
74644,138,345544
74645,138,345544
74646,156,167956
74647,156,503872
74648,138,345544
74649,156,251944
74650,138,345544
74651,125,850336
74652,94,212596
74653,94,223960
74654,94,377944
74655,138,1275568
74656,37,74656
74657,156,223972
74658,138,345544
74659,138,345544
74660,94,255472
74661,94,255472
74662,94,255472
74663,125,566980
74664,37,74664
74665,94,1275748
74666,37,112000
74667,94,336004
74668,156,106324
74669,156,224008
74670,156,252016
74671,138,756052
74672,37,74672
74673,37,224020
74674,37,126016
74675,37,336040
74676,37,74676
74677,37,224032
74678,138,345544
74679,138,504088
74680,37,74680
74681,112,252052
74682,37,112024
74683,112,378088
74684,187,9198520
74685,187,9198520
74686,187,9198520
74687,231,4845256
74688,37,74688
74689,138,345544
74690,138,345544
74691,138,345544
74692,37,74692
74693,37,224080
74694,37,168064
74695,125,504196
74696,156,74696
74697,94,378160
74698,156,112048
74699,37,336148
74700,156,84040
74701,156,224104
74702,94,1363048
74703,94,1363048
74704,37,74704
74705,156,224116
74706,138,323512
74707,138,336184
74708,37,74708
74709,37,224128
74710,138,478708
74711,138,504304
74712,156,74712
74713,37,252160
74714,156,112072
74715,187,567376
74716,156,126088
74717,156,224152
74718,138,2423680
74719,138,2423680
74720,94,95956
74721,112,425572
74722,37,112084
74723,37,336256
74724,156,74724
74725,156,224176
74726,156,168136
74727,156,851200
74728,94,95956
74729,94,1818016
74730,94,112096
74731,231,984148
74732,125,359152
74733,125,359152
74734,125,359152
74735,125,1276936
74736,94,106432
74737,94,224212
74738,63,141892
74739,63,336328
74740,94,106432
74741,94,224224
74742,63,212848
74743,63,504520
74744,63,319300
74745,63,538792
74746,63,319300
74747,187,485512
74748,63,957904
74749,63,957904
74750,262,6221608
74751,262,8621152
74752,125,74752
74753,94,224260
74754,94,112132
74755,94,336400
74756,37,74756
74757,37,224272
74758,37,168208
74759,94,504628
74760,187,575728
74761,262,682072
74762,187,575728
74763,37,336436
74764,187,575728
74765,187,575728
74766,94,252340
74767,94,757024
74768,63,74768
74769,187,575728
74770,37,189268
74771,37,336472
74772,63,74772
74773,63,224320
74774,187,575728
74775,187,575728
74776,63,74776
74777,94,252376
74778,63,112168
74779,262,10361032
74780,187,575728
74781,187,575728
74782,187,575728
74783,94,3234328
74784,63,74784
74785,94,341152
74786,63,112180
74787,63,336544
74788,37,94660
74789,37,224368
74790,37,168280
74791,324,106358020
74792,63,74792
74793,324,106358020
74794,63,112192
74795,112,336580
74796,112,84148
74797,112,224392
74798,112,252448
74799,231,757348
74800,63,74800
74801,112,224404
74802,112,126232
74803,112,336616
74804,63,74804
74805,63,224416
74806,231,639088
74807,231,639088
74808,112,74808
74809,187,252484
74810,112,112216
74811,187,378736
74812,112,189376
74813,112,224440
74814,112,568132
74815,112,1704400
74816,63,74816
74817,112,224452
74818,112,112228
74819,112,336688
74820,63,74820
74821,63,224464
74822,63,168352
74823,231,1213540
74824,187,269728
74825,187,378808
74826,187,269728
74827,63,336724
74828,187,269728
74829,187,269728
74830,187,284128
74831,187,757672
74832,63,74832
74833,187,269728
74834,187,539440
74835,187,539440
74836,63,74836
74837,63,224512
74838,63,168388
74839,63,505168
74840,200,250504
74841,187,252592
74842,200,250504
74843,86,959092
74844,200,250504
74845,200,250504
74846,112,479572
74847,112,1136752
74848,63,74848
74849,200,284200
74850,200,250504
74851,200,336832
74852,200,250504
74853,200,250504
74854,200,250504
74855,86,1438864
74856,63,74856
74857,112,568456
74858,63,112288
74859,112,336868
74860,94,479680
74861,94,479680
74862,94,479680
74863,231,1641040
74864,50,74864
74865,63,224596
74866,94,455380
74867,94,455380
74868,50,74868
74869,50,224608
74870,50,189520
74871,50,505384
74872,50,94768
74873,200,426436
74874,50,112312
74875,86,379060
74876,86,284308
74877,86,284308
74878,86,852928
74879,86,2558788
74880,63,74880
74881,94,1214512
74882,50,112324
74883,50,336976
74884,50,74884
74885,50,224656
74886,50,168496
74887,86,505492
74888,50,74888
74889,187,2159296
74890,50,112336
74891,200,337012
74892,50,84256
74893,50,224680
74894,112,252772
74895,112,758320
74896,50,74896
74897,112,224692
74898,112,189592
74899,112,337048
74900,50,74900
74901,50,224704
74902,50,168532
74903,50,505600
74904,50,74904
74905,50,252808
74906,50,112360
74907,112,853252
74908,50,142216
74909,50,224728
74910,50,379240
74911,112,2879872
74912,63,74912
74913,86,480004
74914,200,250504
74915,200,337120
74916,200,250504
74917,200,250504
74918,200,250504
74919,187,960064
74920,63,74920
74921,112,1920184
74922,63,112384
74923,50,337156
74924,86,84292
74925,86,224776
74926,86,252880
74927,94,758644
74928,63,74928
74929,86,224788
74930,86,126448
74931,86,337192
74932,63,74932
74933,63,224800
74934,200,540160
74935,200,540160
74936,63,74936
74937,187,911572
74938,63,112408
74939,187,1080376
74940,50,189700
74941,50,224824
74942,50,569104
74943,112,1707316
74944,63,74944
74945,200,250504
74946,200,250504
74947,200,337264
74948,63,74948
74949,63,224848
74950,63,168640
74951,200,505924
74952,63,74952
74953,200,379456
74954,63,112432
74955,200,337300
74956,63,84328
74957,63,224872
74958,200,640384
74959,200,758968
74960,63,74960
74961,94,512944
74962,94,512944
74963,94,512944
74964,63,74964
74965,63,224896
74966,86,486952
74967,86,506032
74968,187,144340
74969,63,253024
74970,187,144340
74971,86,607984
74972,187,144340
74973,187,224920
74974,86,427012
74975,86,1138696
74976,156,74976
74977,86,960820
74978,63,112468
74979,63,337408
74980,50,80080
74981,50,224944
74982,50,168712
74983,200,854116
74984,156,74984
74985,50,569428
74986,156,112480
74987,86,1154464
74988,156,94912
74989,156,224968
74990,156,253096
74991,200,7021456
74992,156,74992
74993,156,224980
74994,86,213568
74995,86,337480
74996,156,74996
74997,156,224992
74998,86,189844
74999,86,506248
75000,50,360448
75001,86,284776
75002,50,360448
75003,187,1216456
75004,50,427192
75005,50,427192
75006,306,35075104
75007,306,35075104
75008,125,75008
75009,86,225028
75010,86,160216
75011,86,337552
75012,63,75012
75013,63,225040
75014,63,168784
75015,86,540736
75016,112,75016
75017,187,3079780
75018,112,112528
75019,86,337588
75020,112,84400
75021,112,225064
75022,156,253204
75023,156,759616
75024,156,75024
75025,112,225076
75026,86,320488
75027,86,337624
75028,156,75028
75029,156,225088
75030,112,168820
75031,112,506464
75032,156,75032
75033,86,253240
75034,156,112552
75035,86,3245236
75036,231,540916
75037,231,540916
75038,231,540916
75039,112,1139668
75040,156,75040
75041,63,225124
75042,112,112564
75043,112,337696
75044,112,94984
75045,112,225136
75046,112,168856
75047,112,569896
75048,156,75048
75049,86,854872
75050,156,112576
75051,112,337732
75052,156,84436
75053,156,225160
75054,156,253312
75055,86,759940
75056,156,75056
75057,156,225172
75058,156,126664
75059,156,337768
75060,156,75060
75061,156,225184
75062,231,3652288
75063,231,3652288
75064,112,120256
75065,231,480976
75066,112,120256
75067,156,380032
75068,112,190024
75069,112,225208
75070,86,962008
75071,86,1710232
75072,125,75072
75073,156,225220
75074,112,112612
75075,112,337840
75076,86,202984
75077,86,225232
75078,86,202984
75079,231,962116
75080,86,240568
75081,112,380104
75082,86,240568
75083,86,337876
75084,86,240568
75085,86,240568
75086,231,975400
75087,231,975400
75088,125,75088
75089,86,811924
75090,86,2165128
75091,86,2165128
75092,125,75092
75093,125,225280
75094,112,168964
75095,112,506896
75096,63,75096
75097,112,253456
75098,63,112648
75099,112,570292
75100,63,126736
75101,63,225304
75102,112,380212
75103,112,1140640
75104,112,75104
75105,187,1951288
75106,63,112660
75107,63,337984
75108,63,75108
75109,63,225328
75110,63,169000
75111,86,1925044
75112,112,75112
75113,112,570400
75114,112,112672
75115,112,338020
75116,63,142612
75117,63,225352
75118,63,253528
75119,86,855664
75120,112,75120
75121,112,225364
75122,63,126772
75123,63,338056
75124,112,75124
75125,112,225376
75126,68,190168
75127,68,507112
75128,63,95092
75129,138,1083112
75130,63,112696
75131,63,380356
75132,63,285280
75133,63,285280
75134,138,1083184
75135,138,2567536
75136,125,75136
75137,68,225412
75138,112,112708
75139,112,338128
75140,68,304720
75141,68,304720
75142,68,304720
75143,112,507220
75144,112,75144
75145,68,427984
75146,112,112720
75147,68,338164
75148,112,84544
75149,112,225448
75150,63,253636
75151,63,760912
75152,112,75152
75153,63,225460
75154,63,190240
75155,63,338200
75156,112,75156
75157,112,225472
75158,63,169108
75159,63,507328
75160,112,75160
75161,63,253672
75162,112,112744
75163,63,856168
75164,231,481624
75165,231,481624
75166,231,481624
75167,138,6171712
75168,125,75168
75169,63,225508
75170,112,112756
75171,112,338272
75172,112,142720
75173,112,225520
75174,112,169144
75175,231,695464
75176,125,75176
75177,231,1284496
75178,125,112768
75179,68,342952
75180,156,84580
75181,156,225544
75182,156,253744
75183,156,761236
75184,86,75184
75185,112,225556
75186,112,126880
75187,112,338344
75188,86,75188
75189,86,225568
75190,138,1465108
75191,138,1465108
75192,86,75192
75193,112,253780
75194,86,112792
75195,112,380680
75196,112,214144
75197,112,225592
75198,112,571048
75199,169,21953104
75200,125,75200
75201,86,225604
75202,138,542104
75203,138,542104
75204,125,75204
75205,125,225616
75206,125,169216
75207,86,507652
75208,63,75208
75209,112,380752
75210,63,112816
75211,156,338452
75212,63,84616
75213,63,225640
75214,86,722896
75215,86,761560
75216,125,75216
75217,63,225652
75218,112,542212
75219,112,542212
75220,125,75220
75221,125,225664
75222,86,214216
75223,86,507760
75224,63,135592
75225,63,253888
75226,63,135592
75227,63,571264
75228,63,135592
75229,63,225688
75230,86,1626856
75231,86,1626856
75232,63,75232
75233,138,651544
75234,125,112852
75235,125,338560
75236,138,2316760
75237,138,2316760
75238,138,2316760
75239,86,857032
75240,63,75240
75241,86,813544
75242,63,112864
75243,231,10983112
75244,112,95236
75245,112,225736
75246,112,253960
75247,112,1285684
75248,63,75248
75249,63,225748
75250,112,142864
75251,112,338632
75252,63,75252
75253,63,225760
75254,63,321460
75255,63,507976
75256,112,214324
75257,112,285748
75258,112,214324
75259,112,428632
75260,112,642976
75261,112,642976
75262,86,1928932
75263,86,5786800
75264,125,75264
75265,112,228904
75266,156,112900
75267,156,338704
75268,156,75268
75269,156,225808
75270,156,169360
75271,63,508084
75272,63,75272
75273,112,381076
75274,63,112912
75275,156,338740
75276,63,84688
75277,63,225832
75278,156,254068
75279,156,762208
75280,63,75280
75281,63,225844
75282,156,190564
75283,156,338776
75284,63,75284
75285,63,225856
75286,138,169396
75287,138,508192
75288,63,75288
75289,138,254104
75290,63,112936
75291,112,1286440
75292,63,127060
75293,63,225880
75294,63,381184
75295,138,1143556
75296,37,75296
75297,156,225892
75298,63,112948
75299,63,338848
75300,125,1100608
75301,125,1100608
75302,125,1100608
75303,125,1100608
75304,37,75304
75305,112,2171284
75306,37,112960
75307,63,338884
75308,156,84724
75309,156,225928
75310,156,254176
75311,231,50143264
75312,37,75312
75313,156,225940
75314,156,160864
75315,156,338920
75316,37,75316
75317,37,225952
75318,86,1447792
75319,86,1447792
75320,63,75320
75321,112,254212
75322,63,112984
75323,112,381328
75324,63,190672
75325,63,225976
75326,112,572020
75327,112,1716064
75328,37,75328
75329,138,225988
75330,138,112996
75331,138,338992
75332,107,75332
75333,107,226000
75334,107,169504
75335,138,508516
75336,107,75336
75337,138,381400
75338,107,113008
75339,107,339028
75340,107,84760
75341,107,226024
75342,138,362068
75343,138,762856
75344,37,75344
75345,63,226036
75346,63,429136
75347,63,429136
75348,37,75348
75349,37,226048
75350,63,169540
75351,63,508624
75352,107,75352
75353,63,254320
75354,107,113032
75355,169,643768
75356,107,127168
75357,107,226072
75358,156,381508
75359,156,1144528
75360,37,75360
75361,63,286144
75362,107,113044
75363,107,339136
75364,107,75364
75365,107,226096
75366,107,169576
75367,169,1287736
75368,37,75368
75369,94,572344
75370,37,113056
75371,125,611224
75372,169,619648
75373,169,619648
75374,169,619648
75375,169,858580
75376,63,80512
75377,37,226132
75378,138,127204
75379,138,339208
75380,63,80512
75381,63,226144
75382,63,190816
75383,63,508840
75384,63,95416
75385,138,429352
75386,63,113080
75387,63,381652
75388,138,515860
75389,138,515860
75390,138,858760
75391,231,7336384
75392,125,75392
75393,138,724624
75394,37,113092
75395,37,339280
75396,112,86020
75397,112,226192
75398,112,169648
75399,112,508948
75400,156,75400
75401,138,644164
75402,156,113104
75403,112,339316
75404,156,84832
75405,156,226216
75406,138,815344
75407,138,815344
75408,156,75408
75409,107,226228
75410,107,190888
75411,107,339352
75412,156,75412
75413,156,226240
75414,156,169684
75415,156,509056
75416,156,75416
75417,231,2480056
75418,156,113128
75419,231,2612464
75420,107,143188
75421,107,226264
75422,107,381832
75423,231,2480056
75424,125,75424
75425,138,774196
75426,63,120832
75427,63,339424
75428,63,322216
75429,63,322216
75430,63,322216
75431,63,644416
75432,125,75432
75433,231,62710036
75434,125,113152
75435,112,339460
75436,112,305908
75437,112,305908
75438,112,305908
75439,156,763828
75440,107,75440
75441,37,226324
75442,37,127312
75443,37,339496
75444,107,75444
75445,107,226336
75446,156,286468
75447,156,509272
75448,107,75448
75449,107,254644
75450,107,113176
75451,107,381976
75452,156,190996
75453,156,226360
75454,156,572992
75455,156,1718980
75456,63,75456
75457,107,226372
75458,156,407968
75459,156,407968
75460,37,75460
75461,37,226384
75462,37,169792
75463,107,509380
75464,37,75464
75465,107,382048
75466,37,113200
75467,231,1276936
75468,37,84904
75469,37,226408
75470,231,1450708
75471,231,1450708
75472,63,75472
75473,112,226420
75474,112,286576
75475,112,339640
75476,63,75476
75477,63,226432
75478,156,169828
75479,156,509488
75480,156,75480
75481,156,254752
75482,156,113224
75483,107,573208
75484,156,127384
75485,156,226456
75486,112,429928
75487,112,1146472
75488,63,75488
75489,200,11927896
75490,63,113236
75491,63,339712
75492,37,75492
75493,37,226480
75494,37,169864
75495,112,967444
75496,63,75496
75497,200,2942080
75498,63,113248
75499,143,516616
75500,262,497176
75501,262,497176
75502,262,497176
75503,86,2324752
75504,107,75504
75505,63,226516
75506,86,871864
75507,86,871864
75508,107,75508
75509,107,226528
75510,262,4133428
75511,262,4133428
75512,107,143368
75513,37,286720
75514,107,143368
75515,112,645136
75516,112,725812
75517,112,725812
75518,112,1290328
75519,156,4354864
75520,63,75520
75521,63,226564
75522,63,113284
75523,63,339856
75524,63,75524
75525,63,226576
75526,63,169936
75527,63,509812
75528,107,121012
75529,107,725920
75530,107,121012
75531,107,339892
75532,107,121012
75533,107,226600
75534,63,254932
75535,63,764800
75536,125,75536
75537,107,226612
75538,107,242008
75539,107,339928
75540,125,75540
75541,125,226624
75542,107,363040
75543,107,509920
75544,125,75544
75545,156,1089124
75546,125,113320
75547,112,9802132
75548,231,6810136
75549,231,6810136
75550,231,6810136
75551,63,1147444
75552,63,75552
75553,63,226660
75554,63,113332
75555,63,340000
75556,63,95632
75557,63,226672
75558,63,170008
75559,231,6810136
75560,63,75560
75561,63,860704
75562,63,113344
75563,63,340036
75564,63,85012
75565,63,226696
75566,63,255040
75567,244,2484916
75568,63,75568
75569,63,226708
75570,63,127528
75571,63,340072
75572,63,75572
75573,63,226720
75574,156,430432
75575,156,510136
75576,156,107620
75577,156,255076
75578,156,113368
75579,63,382624
75580,156,191320
75581,156,226744
75582,156,645712
75583,156,1721896
75584,63,75584
75585,63,226756
75586,68,113380
75587,68,340144
75588,63,75588
75589,63,226768
75590,63,170080
75591,125,689632
75592,63,75592
75593,68,382696
75594,63,113392
75595,63,340180
75596,63,85048
75597,63,226792
75598,68,287044
75599,68,765448
75600,63,75600
75601,63,226804
75602,68,645892
75603,68,645892
75604,63,75604
75605,63,226816
75606,156,170116
75607,156,510352
75608,156,75608
75609,63,255184
75610,156,113416
75611,107,574180
75612,156,127600
75613,156,226840
75614,63,382804
75615,63,1148416
75616,63,75616
75617,156,323008
75618,63,113428
75619,63,340288
75620,63,75620
75621,63,226864
75622,63,170152
75623,187,4905988
75624,63,75624
75625,63,574288
75626,63,113440
75627,169,560356
75628,63,143584
75629,63,226888
75630,63,255256
75631,68,1379968
75632,63,75632
75633,63,226900
75634,63,127636
75635,63,340360
75636,63,75636
75637,63,226912
75638,63,191464
75639,63,510568
75640,156,817936
75641,169,121012864
75642,156,817936
